Pocohantas,If I Never Knew You,"If I never knew you
If I never felt this love
I would have no inkling of
How precious life can be
And if I never knew you
I would never have a clue
How at last I'd find in you
The missing part of me
In this world so full of fear
Full of rage and lies
I can see the truth so clear
In your eyes
So dry your eyes
And I'm so grateful to you
I'd have lived my whole life through
Lost forever
If I never knew you
If I never knew you
I'd be safe but half as real
Never knowing I could feel
A love so strong and true
I'm so grateful to you
I'd have lived my whole life through
Lost forever
If I never knew you
I thought our love would be so beautiful
Somehow we made the whole world bright
I never knew that fear and hate could be so strong
All they'd leave us were these whispers in the night
But still my heart is singing
We were right
If I never knew you
There's no moment I regret
If I never knew this love
I would have no inkling of
If our time has gone too fast I've lived at last
How precious life can be
I thought our love would be so beautiful
Somehow we'd make the whole world bright
I thought our love would be so beautiful
We'd turn the darkness into light
And still my heart is singing
We were right
We were right
And if I never knew you
I'd have lived my whole life through
Empty as the sky
Never knowing why
Lost forever
"
Descendants ,If only,"A million thoughts in my head
Should I let my heart keep listening
'Cause up 'til now I've walked the line
Nothing lost but something missing
I can't decide
What's wrong, what's right
Which way should I go?
If only I knew what my heart was telling me
Don't know what I'm feeling
Is this just a dream?
Ah oh, yeah
If only I could read the signs in front of me
I could find the way to who I'm meant to be
Ah oh, if only
If only [2x]
Every step, every word,
With every hour I am falling in
To something new, something brave
To someone I, I have never been
I can't decide
What's wrong, what's right
Which way should I go?
If only I knew what my heart was telling me
Don't know what I'm feeling
Is this just a dream?
Ah oh, yeah
If only I could read the signs in front of me
I could find the way to who I'm meant to be
Ah oh, if only
Yeah
Am I crazy? Maybe we could happen
Yeah
Will you still be with me when the magic's all run out?
If only I knew what my heart was telling me
Don't know what I'm feeling
Is this just a dream?
Ah oh...
If only I could read the signs in front of me
I could find the way to who I'm meant to be
Ah oh...
If only, yeah [3x]
If only
If only"
Descendants,If only ( from descendants),"A million thoughts in my head,
should I let my heart keep listening?
Cause up till now I've crossed the line
nothing lost but something missing
I can't decide what`s wrong what`s right,
which way should I go.......
If only I knew what my heart was telling me
don't know what I'm feeling,
is this just a dream, uh- oh, yeah.
If only I could read the signs in front of me,
I could find a way to who I'm meant to be....
uh-oh, if only... uh-oh if only... uh-oh if only...
Every step, every word, with every minuite I am falling in..
To something new, something brave, to someone I, I have never been.
I can't decide what`s wrong what`s right which way should I go..?
If only I knew what my heart was telling me
don't know what I'm feeling is this just a dream..uh oh, yeah,
if only I could read the signs In front of me,
I could find a way to who I'm meant to be, uh oh ,
if only, yeah... Am I crazy? Maybe we could happen..
Yeah, Will you still be with me when the magic`s all run out..?
If only I knew what my heart was telling me
don't know what I'm feeling is this just a dream? Uh- oh..
If only I could read the signs in front of me,
I could find a way to who I'm meant to be..!
uh oh..if only, yeah.. if only, yeah.. if only,yeah.. if only. If only.. if only...
"
Lizzie Mcguire,If You Believe (Lizzie Mcguire Theme Song),"If you believe
We've got a picture perfect plan
We've got you fooled
'Cos we only do the best we can
And sometimes we make it
And sometimes we fake it
But we'll get, one step closer each and very day
When we figure it out our own way...
"
Immortals,Immortals,"They say we are what we are
But we don't have to be
I'm bad behavior but I do it in the best way
I'll be the watcher (watcher) 
Of the eternal flame
I'll be the guard dog
Of all your fevered dreams
Ooh oo oo oo oo oo oo oo oo oo ooh
I'm in the sand bottom half of the hourglass (glass, glass) 
Ooh oo oo oo oo oo oo oo oo oo ooh
I try to picture me without you but I can't
'Cause we could be immortals (immortals) 
Just not for long (for long) 
You live with me forever now
You pull the blackout curtains down
Just not for long (for long) 
We could be immor-immortals
Immor-immortals
Immor-immortals
Immor-immortals
Immortals
Sometimes the only payoff for having any faith
Is when it's tested again and again every day
I'm still comparing your past to my future
They might be your wounds but they're my sutures
Ooh oo oo oo oo oo oo oo oo oo ooh
I am the sand bottom half of the hourglass (glass, glass) 
Ooh oo oo oo oo oo oo oo oo oo ooh
I try to picture me without you but I can't
'Cause we could be immortals (immortals) 
Just not for long (for long) 
You live with me forever now
You pull the blackout curtains down
Just not for long (for long) 
We could be immor-immortals
Immor-immortals
Immortals
Live with me forever now
Pull the blackout curtains down
We could be immortals (immortals) 
Just not for long (for long) 
We could be immor-immortals
Immor-immortals
Immor-immortals
Immor-immortals
Immortals
"
,Impossible,"Roger's & Hamerstein's Cinderella
Impossible, for a plain yellow pumpkin to become a golden
carriage
Impossible, for a plain country bumpkin and a prince to join
in marriage
And four white mice will never be four white horses, such foll-de-rall
and fidddle-dee-dee of course is
Impossible
For the world is full of zanies and fools who don't believe in
sensible rules, and don't believe what sensible
people say,and because these daft and dewey-eyed dopes keep
building up impossible hopes, impossible things are happening
everyday!
Repeat Impossible 7 times
It's possible, for a plain yellow pumpkin to become a golden carriage
It's possible, for a plain country bumpkin and a prince to join in
marriage
And four white mice are easily turned to horses, such fall-dor-all
and feedle-dee-dee of course is
Quite possible
For the world is full of zannies and fools who don't believe in sensible
rules, and don't believe what sensible people say
and because these daft and dewey-eyed dopes keep building up
impossible hopes, impossible
Things are happening everyday!"
Alice in Wonderland,In a World of Own,"Cats and rabbits
Would reside in fancy little houses
And be dressed in shoes
And hats and trousers
In a world of my own
All the flowers
Would have very
Extra-special powers
They would sit
And talk to me for hours
When I'm lonely
In a world of my own
There'd be new birds
Lots of nice and friendly
How-de-do do birds
Everyone would have
A dozen blue birds
Within that world of my own
I could listen to a babbling brook
And hear a song that I could understand
I keep wishing it could be that way
Because my world would be a wonderland
"
Cinderella,In My Own Little Corner,"- In My Own Little Corner
Cinderella: I'm as mild and as meek as a mouse
When I hear a command I obey.
But I know of a spot in my house
where no one can stand in my way.
In my own little corner in my own little chair
I can be whatever I want to be.
On the wing of my fancy I can fly anywhere
and the world will open its arms to me.
I'm a young Egyptian princess or a milkmaid
I'm the greatest prima donna in Milan
I'm an heiress who has always had her silk made
By her own flock of silkworms in Japan
I'm a girl men go mad for love's a game I can play with a
cool and confident kind of air.
Just as long as I stay in my own little corner
All alone in my own little chair.
I can be whatever I want to be.
I'm a thief from Calcutta I'm a queen in Peru.
I'm a mermaid dancing upon the sea
I'm a huntress on an African safari.. it's a dangerous type of sport and yet it's fun
In the night I sally forth to seek my quarry
And I find I forgot to bring my gun.
I am lost in the jungle all alone and unarmed when I meet a lioness in her lair
Then I'm glad to be back in my own little corner,
All alone in my own little chair.
"
Anastasia,In The Dark Of The Night,"In the dark of the night I was tossing and turning,
and the nightmare I had was as bad as can be.
it scared me out of my wits!
a corpse falling to bits!
then I opened my eyes and the nightmare was me!
I was once the most mystical man in all Russia (ooh ahh ooh) 
when the royals betrayed me they made a mistake (ooh ahh ooh) 
my curse made each of them pay,
but one little girl got away,
little anya beware Rasputin's awake!
in the dark of the night evil will find her
in the dark of the night just before dawn
revenge will be sweet,
when the curse is complete,
in the dark of the night, she'll be gone!
I can feel that my powers are slowly returning
tie my sash and a dash of cologne for that smell!
as the pieces fall into place,
I'll see her crawl into place,
do svidaniya anya your grace, farewell!
in the dark of the night, terror will find her (terror's the least I could you!) 
in the dark of the night, evil will brew
soon she will feel,
that her nightmares are real
in the dark of the night, she'll be through
in the dark of the night evil will find her (find her) 
in the dark of the night, terror comes true (doom her) 
my dear, heres a sign,
its the end of the line,
in the dark of the night (2x) 
Come, my minions
rise for your master,
let your evil shine
bring her now yes fly her faster
in the dark of the night (3x) 
she'll be mine!"
Hans Christian Anderson ,Inchworm,"2 & 2 are 4
4 & 4 are 8
8 & 8 are 16
16 & 16 are 32
(repeat once) 
Inchworm, Inchworm
Measuring the marigolds.
You and your arithmetic,
You'll probably go far.
Inchworm, Inchworm
Measuring the marigolds.
Seems to me, you'd stop and see,
How beautiful they are."
Annie,It's The Hard Knock Life,"It's the hard knock life for us!
It's the hard knock life for us!
'Stead a treated we get tricked,
'Stead a kisses we get kicked!
It's the hard knock life!
Got no folks to speak of, so!
It's the hard knock row we hoe.
Cotten blankets, 'stead of wool,
empty bellies, 'stead of full!
It's the hard knock life!
Don't it feel like the wind is always howlin'?
Don't it seem like there's never any light?
Once a day don't you want to throw the towel in?
Well It's easier than puttin' up a fight.
No one's there when your dreams at night get creepy,
no one cares if you grow or if you shrink.
No one dries when your eyes get wet and weepy,
from the cryin' you would think this place would sink.
Oh!
Empty-Belly Life!
Rotten, Smelly Life!
Full of sorrow life!
No tomorrow life!
Santa Clause we never see.
Santa Clause whats that, who's he?
No one cares for you a smidge,
when you're in an orphanage...
It's the hard knock life.
(Yes it is) 
It's the hard knock life.
(Yes it is) 
It's the hard knock life.
"
